transaction_id,timestamp,num_items,total_amount,payment_type
111643,2025-05-14 17:56:45,1,4.4,Cash
111644,2025-05-14 06:39:48,4,22.76,Cash
111645,2025-05-14 15:39:40,2,12.49,Debit Card
111646,2025-05-14 16:37:38,4,21.09,Credit Card
111647,2025-05-14 04:52:07,4,20.86,Debit Card
111648,2025-05-14 21:42:26,2,8.68,Cash
111649,2025-05-14 12:38:44,3,11.82,Mobile Pay
111650,2025-05-14 14:04:01,3,15.22,Debit Card
111651,2025-05-14 12:10:44,4,21.52,Cash
111652,2025-05-14 01:42:58,4,19.61,Cash
111653,2025-05-14 18:45:40,2,11.0,Credit Card
111654,2025-05-14 18:52:39,4,19.95,Debit Card
111655,2025-05-14 18:21:10,3,15.49,Debit Card
111656,2025-05-14 21:14:24,4,19.86,Debit Card
111657,2025-05-14 11:30:18,2,6.72,Debit Card
111658,2025-05-14 12:02:30,4,17.8,Mobile Pay
111659,2025-05-14 00:16:33,4,19.58,Cash
111660,2025-05-14 19:56:36,1,5.06,Mobile Pay
111661,2025-05-14 16:51:27,1,5.62,Debit Card
111662,2025-05-14 06:47:23,4,20.24,Mobile Pay
111663,2025-05-14 07:37:42,4,19.32,Credit Card
111664,2025-05-14 00:04:57,2,13.15,Mobile Pay
111665,2025-05-14 03:40:11,3,14.32,Cash
111666,2025-05-14 13:34:09,4,18.46,Mobile Pay
111667,2025-05-14 17:58:28,1,6.47,Mobile Pay
111668,2025-05-14 04:27:53,3,12.2,Cash
111669,2025-05-14 06:03:35,3,16.18,Cash
111670,2025-05-14 11:12:37,1,6.01,Credit Card
111671,2025-05-14 04:09:14,2,11.55,Credit Card
111672,2025-05-14 10:00:37,2,7.96,Mobile Pay
111673,2025-05-14 21:19:24,3,13.68,Mobile Pay
111674,2025-05-14 11:20:58,1,4.12,Cash
111675,2025-05-14 20:06:57,2,11.46,Debit Card
111676,2025-05-14 10:29:00,1,4.18,Credit Card
111677,2025-05-14 01:58:38,4,16.46,Cash
111678,2025-05-14 03:11:43,2,11.81,Mobile Pay
111679,2025-05-14 15:03:04,1,5.68,Credit Card
111680,2025-05-14 17:53:20,4,19.28,Mobile Pay
111681,2025-05-14 03:54:08,1,6.68,Cash
111682,2025-05-14 05:44:45,3,13.02,Credit Card
111683,2025-05-14 09:10:03,1,2.94,Mobile Pay
111684,2025-05-14 08:52:17,1,3.63,Mobile Pay
111685,2025-05-14 20:31:45,3,11.88,Mobile Pay
111686,2025-05-14 08:32:46,3,14.18,Debit Card
111687,2025-05-14 21:40:15,1,6.92,Cash
111688,2025-05-14 07:34:00,1,3.67,Debit Card
111689,2025-05-14 16:38:41,3,18.03,Mobile Pay
111690,2025-05-14 01:38:12,4,23.67,Credit Card
111691,2025-05-14 08:55:48,3,13.14,Credit Card
111692,2025-05-14 23:51:23,1,4.89,Cash
111693,2025-05-14 19:16:15,3,14.09,Cash
111694,2025-05-14 09:04:11,4,19.73,Mobile Pay
111695,2025-05-14 10:49:54,2,11.66,Debit Card
111696,2025-05-14 17:57:56,1,6.86,Credit Card
111697,2025-05-14 15:11:20,1,7.32,Cash
111698,2025-05-14 19:25:39,3,14.72,Debit Card
111699,2025-05-14 11:09:53,1,6.32,Cash
111700,2025-05-14 02:20:16,3,14.09,Debit Card
111701,2025-05-14 22:01:18,2,12.12,Cash
111702,2025-05-14 18:43:05,3,12.46,Mobile Pay
111703,2025-05-14 07:36:12,1,4.28,Cash
111704,2025-05-14 08:35:32,1,5.04,Mobile Pay
111705,2025-05-14 03:52:39,1,5.1,Cash
111706,2025-05-14 23:32:01,4,21.24,Debit Card
111707,2025-05-14 02:19:01,2,11.17,Cash
111708,2025-05-14 01:35:13,4,19.82,Mobile Pay
111709,2025-05-14 06:46:08,3,17.2,Mobile Pay
111710,2025-05-14 01:30:37,3,15.06,Debit Card
111711,2025-05-14 22:47:01,2,10.7,Debit Card
111712,2025-05-14 07:25:31,4,22.87,Credit Card
111713,2025-05-14 11:22:08,4,18.91,Cash
111714,2025-05-14 04:35:22,4,16.86,Credit Card
111715,2025-05-14 16:54:14,4,21.03,Credit Card
111716,2025-05-14 20:41:07,4,17.71,Debit Card
111717,2025-05-14 13:45:57,3,11.95,Mobile Pay
111718,2025-05-14 15:31:04,4,15.79,Credit Card
111719,2025-05-14 04:19:20,3,13.41,Debit Card
111720,2025-05-14 03:29:15,2,8.38,Cash
111721,2025-05-14 10:45:11,3,16.74,Credit Card
111722,2025-05-14 01:48:42,1,3.3,Credit Card
111723,2025-05-14 17:38:28,3,16.15,Debit Card
111724,2025-05-14 09:52:47,3,9.07,Cash
111725,2025-05-14 02:32:38,3,16.43,Credit Card
111726,2025-05-14 02:32:23,1,4.21,Debit Card
111727,2025-05-14 06:21:38,1,4.11,Debit Card
111728,2025-05-14 21:02:00,4,18.23,Cash
111729,2025-05-14 15:48:19,2,10.16,Mobile Pay
111730,2025-05-14 05:42:04,2,7.78,Mobile Pay
111731,2025-05-14 03:48:01,3,15.16,Credit Card
111732,2025-05-14 15:36:51,3,11.81,Credit Card
111733,2025-05-14 14:04:56,4,19.99,Credit Card
111734,2025-05-14 15:21:34,2,6.15,Mobile Pay
111735,2025-05-14 18:49:29,4,21.65,Debit Card
111736,2025-05-14 13:06:51,4,24.74,Cash
111737,2025-05-14 03:21:59,2,11.22,Mobile Pay
111738,2025-05-14 02:26:20,1,4.17,Cash
111739,2025-05-14 11:35:57,1,6.36,Credit Card
111740,2025-05-14 12:20:23,1,6.19,Credit Card
111741,2025-05-14 02:10:07,1,2.87,Debit Card
111742,2025-05-14 00:21:17,3,14.06,Credit Card
111743,2025-05-14 14:17:46,2,6.84,Mobile Pay
111744,2025-05-14 21:06:45,4,15.32,Cash
111745,2025-05-14 18:27:07,2,9.42,Debit Card
111746,2025-05-14 01:44:34,2,8.87,Cash
111747,2025-05-14 21:37:15,1,3.47,Mobile Pay
111748,2025-05-14 15:57:57,3,11.88,Debit Card
111749,2025-05-14 01:01:15,4,18.71,Credit Card
111750,2025-05-14 19:21:09,2,10.79,Mobile Pay
111751,2025-05-15 12:41:53,2,9.92,Debit Card
111752,2025-05-15 01:16:39,2,10.32,Mobile Pay
111753,2025-05-15 16:06:28,3,15.53,Credit Card
111754,2025-05-15 22:00:06,1,4.93,Mobile Pay
111755,2025-05-15 01:48:20,3,15.44,Debit Card
111756,2025-05-15 01:07:47,1,3.7,Cash
111757,2025-05-15 03:36:24,4,22.54,Mobile Pay
111758,2025-05-15 12:30:31,1,4.54,Mobile Pay
111759,2025-05-15 15:54:26,2,9.44,Mobile Pay
111760,2025-05-15 21:45:11,1,7.5,Credit Card
111761,2025-05-15 13:15:09,4,16.98,Cash
111762,2025-05-15 20:41:58,1,5.41,Cash
111763,2025-05-15 18:23:18,4,22.21,Credit Card
111764,2025-05-15 15:58:43,2,15.4,Credit Card
111765,2025-05-15 04:09:46,1,4.17,Mobile Pay
111766,2025-05-15 01:02:50,4,18.01,Mobile Pay
111767,2025-05-15 22:35:07,4,21.2,Cash
111768,2025-05-15 17:36:28,3,19.67,Credit Card
111769,2025-05-15 10:26:33,2,9.47,Credit Card
111770,2025-05-15 00:05:26,4,18.76,Cash
111771,2025-05-15 00:39:25,2,10.48,Credit Card
111772,2025-05-15 13:41:29,3,13.88,Mobile Pay
111773,2025-05-15 04:58:04,1,3.23,Mobile Pay
111774,2025-05-15 10:41:53,3,10.59,Mobile Pay
111775,2025-05-15 11:52:29,3,14.39,Cash
111776,2025-05-15 22:10:10,2,8.0,Mobile Pay
111777,2025-05-15 01:01:40,3,12.42,Debit Card
111778,2025-05-15 01:11:18,4,17.35,Mobile Pay
111779,2025-05-15 22:34:53,2,9.23,Mobile Pay
111780,2025-05-15 17:22:36,4,21.89,Cash
111781,2025-05-15 19:34:33,1,3.84,Debit Card
111782,2025-05-15 12:42:11,4,15.39,Credit Card
111783,2025-05-15 02:51:34,2,13.49,Debit Card
111784,2025-05-15 19:36:58,3,19.69,Cash
111785,2025-05-15 19:56:06,1,3.52,Mobile Pay
111786,2025-05-15 20:41:13,2,7.58,Debit Card
111787,2025-05-15 09:31:05,2,7.77,Debit Card
111788,2025-05-15 11:13:27,1,4.72,Mobile Pay
111789,2025-05-15 22:48:08,1,5.76,Mobile Pay
111790,2025-05-15 09:33:58,2,10.84,Cash
111791,2025-05-15 20:32:04,3,11.26,Credit Card
111792,2025-05-15 09:02:07,4,16.12,Cash
111793,2025-05-15 05:52:00,1,4.81,Mobile Pay
111794,2025-05-15 00:05:55,4,18.7,Credit Card
111795,2025-05-15 15:03:57,2,11.78,Credit Card
111796,2025-05-15 21:37:20,1,3.59,Credit Card
111797,2025-05-15 20:13:40,1,4.81,Cash
111798,2025-05-15 08:24:30,2,9.84,Cash
111799,2025-05-15 15:37:13,3,11.88,Credit Card
111800,2025-05-15 06:41:09,3,12.35,Credit Card
111801,2025-05-15 13:25:43,2,9.29,Mobile Pay
111802,2025-05-15 02:53:04,4,21.17,Cash
111803,2025-05-15 13:32:39,4,17.13,Mobile Pay
111804,2025-05-15 23:53:04,1,5.82,Mobile Pay
111805,2025-05-15 02:00:11,2,11.3,Mobile Pay
111806,2025-05-15 18:28:53,4,19.17,Cash
111807,2025-05-15 08:53:41,2,10.46,Credit Card
111808,2025-05-15 13:18:21,3,15.16,Credit Card
111809,2025-05-15 15:51:55,2,10.43,Cash
111810,2025-05-15 04:01:37,1,6.16,Debit Card
111811,2025-05-15 19:06:29,3,13.67,Credit Card
111812,2025-05-15 20:25:28,4,19.41,Debit Card
111813,2025-05-15 17:05:07,1,6.6,Mobile Pay
111814,2025-05-15 19:29:02,2,10.67,Debit Card
111815,2025-05-15 17:13:51,4,22.03,Debit Card
111816,2025-05-15 06:40:39,4,19.23,Cash
111817,2025-05-15 10:43:11,4,19.77,Mobile Pay
111818,2025-05-15 13:32:19,4,17.3,Mobile Pay
111819,2025-05-15 18:54:08,4,18.92,Credit Card
111820,2025-05-15 16:24:43,2,9.64,Cash
111821,2025-05-15 15:10:09,4,18.12,Mobile Pay
111822,2025-05-15 05:06:13,2,9.5,Mobile Pay
111823,2025-05-15 18:47:12,2,9.03,Mobile Pay
111824,2025-05-15 07:27:03,4,20.51,Cash
111825,2025-05-15 07:36:40,1,3.99,Cash
111826,2025-05-15 04:20:51,1,3.8,Credit Card
111827,2025-05-15 08:22:55,4,14.72,Cash
111828,2025-05-15 05:39:27,2,8.2,Cash
111829,2025-05-15 20:47:26,3,13.68,Credit Card
111830,2025-05-15 19:33:28,1,3.14,Credit Card
111831,2025-05-15 13:31:22,2,6.81,Credit Card
111832,2025-05-15 07:20:01,1,3.37,Debit Card
111833,2025-05-15 21:51:44,4,20.88,Credit Card
111834,2025-05-15 17:09:50,1,3.32,Mobile Pay
111835,2025-05-15 19:42:15,4,12.83,Cash
111836,2025-05-15 03:47:45,4,20.15,Cash
111837,2025-05-15 12:08:55,2,11.01,Credit Card
111838,2025-05-15 16:36:02,3,16.29,Cash
111839,2025-05-15 11:40:52,1,5.21,Credit Card
111840,2025-05-15 11:32:49,3,14.05,Debit Card
111841,2025-05-15 07:46:38,4,21.37,Cash
111842,2025-05-15 13:58:28,3,12.81,Credit Card
111843,2025-05-15 23:10:07,3,11.03,Mobile Pay
111844,2025-05-15 01:27:43,3,13.49,Debit Card
111845,2025-05-15 05:11:53,1,5.27,Mobile Pay
111846,2025-05-15 03:19:20,2,8.14,Credit Card
111847,2025-05-15 12:14:40,4,18.49,Credit Card
111848,2025-05-15 16:14:39,3,10.7,Debit Card
111849,2025-05-15 11:08:15,4,23.97,Debit Card
111850,2025-05-15 02:34:37,1,5.01,Cash
111851,2025-05-15 02:33:52,2,10.74,Credit Card
111852,2025-05-15 02:09:55,2,7.84,Cash
111853,2025-05-15 07:22:45,1,3.13,Debit Card
111854,2025-05-15 08:23:52,1,6.56,Debit Card
111855,2025-05-15 14:24:08,4,17.42,Cash
111856,2025-05-15 16:07:20,2,12.18,Cash
111857,2025-05-15 16:00:25,1,5.43,Debit Card
111858,2025-05-15 09:39:59,2,8.44,Mobile Pay
111859,2025-05-15 07:15:26,4,18.79,Credit Card
111860,2025-05-15 23:41:42,4,20.5,Cash
111861,2025-05-15 03:48:26,4,19.8,Mobile Pay
111862,2025-05-15 16:02:47,3,15.26,Mobile Pay
111863,2025-05-15 01:54:01,1,4.73,Debit Card
111864,2025-05-15 11:33:19,4,15.68,Mobile Pay
111865,2025-05-15 13:32:50,2,11.47,Cash
111866,2025-05-15 02:02:25,2,9.41,Credit Card
111867,2025-05-15 19:15:55,2,10.13,Credit Card
111868,2025-05-15 00:56:39,4,27.57,Debit Card
111869,2025-05-15 05:20:57,1,3.66,Cash
111870,2025-05-15 10:59:00,1,5.72,Cash
111871,2025-05-15 17:23:17,2,13.12,Cash
111872,2025-05-15 17:58:39,3,15.19,Cash
111873,2025-05-15 08:37:07,2,11.63,Debit Card
111874,2025-05-15 22:36:52,2,11.95,Credit Card
111875,2025-05-15 08:01:27,1,4.69,Debit Card
111876,2025-05-15 19:44:09,3,15.77,Cash
111877,2025-05-15 21:24:48,4,15.26,Debit Card
111878,2025-05-15 11:38:25,1,3.36,Credit Card
111879,2025-05-15 02:05:51,1,4.81,Cash
111880,2025-05-15 07:51:53,1,4.2,Debit Card
111881,2025-05-15 18:00:52,4,26.81,Debit Card
111882,2025-05-15 20:43:15,2,11.46,Cash
111883,2025-05-15 09:55:40,3,12.1,Credit Card
111884,2025-05-15 08:13:40,1,4.81,Mobile Pay
111885,2025-05-15 17:43:15,4,18.34,Credit Card
111886,2025-05-15 22:04:49,4,15.58,Debit Card
111887,2025-05-15 09:51:46,4,20.21,Mobile Pay
111888,2025-05-15 11:50:36,1,6.09,Cash
111889,2025-05-15 13:15:57,3,12.44,Cash
111890,2025-05-15 21:29:24,1,4.65,Cash
111891,2025-05-15 13:26:54,1,3.7,Credit Card
111892,2025-05-15 01:30:41,2,9.09,Credit Card
111893,2025-05-15 15:21:27,4,20.37,Debit Card
111894,2025-05-15 13:09:17,1,4.05,Mobile Pay
111895,2025-05-15 13:52:31,1,4.71,Debit Card
111896,2025-05-15 02:02:14,1,6.54,Debit Card
111897,2025-05-15 18:44:43,2,12.02,Mobile Pay
111898,2025-05-15 07:31:36,2,8.37,Cash
111899,2025-05-15 01:12:28,1,7.05,Debit Card
111900,2025-05-15 23:06:31,1,2.34,Debit Card
111901,2025-05-15 03:59:16,4,20.13,Credit Card
111902,2025-05-15 21:57:57,2,12.49,Credit Card
111903,2025-05-15 13:58:00,4,17.75,Debit Card
111904,2025-05-15 15:38:36,2,11.82,Cash
111905,2025-05-15 05:35:36,4,20.49,Debit Card
111906,2025-05-15 16:51:49,2,11.84,Mobile Pay
111907,2025-05-15 13:59:12,3,17.96,Mobile Pay
111908,2025-05-15 08:23:02,4,17.32,Cash
111909,2025-05-15 05:06:55,1,2.56,Mobile Pay
111910,2025-05-15 19:16:44,4,23.58,Credit Card
111911,2025-05-15 21:58:51,4,18.86,Debit Card
111912,2025-05-15 14:35:27,1,4.94,Debit Card
111913,2025-05-15 12:12:00,2,9.02,Debit Card
111914,2025-05-15 21:34:49,2,11.29,Credit Card
111915,2025-05-15 20:04:10,2,8.52,Credit Card
111916,2025-05-15 02:30:05,2,12.28,Credit Card
111917,2025-05-15 20:49:05,3,19.43,Debit Card
111918,2025-05-15 19:59:26,3,13.99,Debit Card
111919,2025-05-15 00:01:16,2,10.28,Cash
111920,2025-05-15 12:15:55,4,15.96,Cash
111921,2025-05-15 22:13:42,1,5.92,Debit Card
111922,2025-05-15 17:31:03,3,12.69,Debit Card
111923,2025-05-15 15:59:15,4,19.98,Credit Card
111924,2025-05-15 06:14:02,2,7.32,Debit Card
111925,2025-05-15 10:34:45,4,18.79,Cash
111926,2025-05-15 11:32:02,3,10.46,Debit Card
111927,2025-05-15 16:20:11,2,6.59,Credit Card
111928,2025-05-15 21:36:28,3,15.21,Cash
111929,2025-05-15 14:31:17,3,12.28,Cash
111930,2025-05-15 02:44:15,1,3.62,Cash
111931,2025-05-15 09:08:17,4,22.4,Debit Card
111932,2025-05-15 09:27:32,3,17.79,Debit Card
111933,2025-05-15 13:04:03,2,7.96,Mobile Pay
111934,2025-05-15 14:32:54,4,19.56,Debit Card
111935,2025-05-15 17:32:30,3,12.84,Credit Card
111936,2025-05-15 05:58:04,4,18.89,Credit Card
111937,2025-05-15 05:06:08,4,18.37,Credit Card
111938,2025-05-15 12:36:54,3,14.21,Mobile Pay
111939,2025-05-15 04:37:46,2,15.24,Debit Card
111940,2025-05-15 06:18:38,2,9.48,Cash
111941,2025-05-15 09:30:55,1,4.38,Mobile Pay
111942,2025-05-15 16:24:56,4,18.38,Cash
111943,2025-05-15 12:01:26,1,4.46,Debit Card
111944,2025-05-15 17:30:10,1,6.69,Cash
111945,2025-05-15 16:13:11,1,6.73,Mobile Pay
111946,2025-05-15 10:44:15,4,18.75,Debit Card
111947,2025-05-15 16:42:42,3,12.26,Credit Card
111948,2025-05-15 04:15:53,4,19.1,Debit Card
111949,2025-05-15 05:34:05,4,21.22,Debit Card
111950,2025-05-15 16:51:26,3,11.68,Cash
111951,2025-05-15 10:20:48,4,23.53,Debit Card
111952,2025-05-15 01:12:06,1,4.42,Debit Card
111953,2025-05-15 00:22:06,4,21.04,Credit Card
111954,2025-05-15 09:32:26,2,6.03,Credit Card
111955,2025-05-15 21:11:23,3,13.26,Mobile Pay
111956,2025-05-15 22:44:37,4,19.07,Credit Card
111957,2025-05-15 06:40:22,3,14.77,Credit Card
111958,2025-05-15 15:25:59,4,20.29,Cash
111959,2025-05-15 01:24:38,4,15.29,Credit Card
111960,2025-05-15 11:08:36,4,20.81,Mobile Pay
111961,2025-05-15 04:42:19,3,10.3,Debit Card
111962,2025-05-15 15:51:34,4,17.28,Debit Card
111963,2025-05-15 03:12:12,2,10.37,Credit Card
111964,2025-05-15 18:38:16,1,5.59,Debit Card
111965,2025-05-15 12:47:21,1,2.33,Cash
111966,2025-05-15 04:48:44,4,16.05,Credit Card
111967,2025-05-15 07:13:26,3,11.16,Credit Card
111968,2025-05-15 15:21:48,1,4.52,Credit Card
111969,2025-05-15 17:21:36,1,5.31,Cash
111970,2025-05-15 15:09:16,1,5.08,Cash
111971,2025-05-15 07:25:20,1,4.75,Mobile Pay
111972,2025-05-15 15:21:39,1,5.49,Credit Card
111973,2025-05-15 04:14:54,1,3.57,Mobile Pay
111974,2025-05-15 01:52:50,1,7.79,Credit Card
111975,2025-05-15 07:52:31,2,6.52,Cash
111976,2025-05-15 06:49:03,2,9.82,Mobile Pay
111977,2025-05-15 08:18:31,2,14.3,Debit Card
111978,2025-05-15 05:46:25,3,16.68,Credit Card
111979,2025-05-15 00:34:14,1,3.87,Credit Card
111980,2025-05-15 00:00:32,1,2.36,Credit Card
111981,2025-05-15 13:40:02,2,7.37,Credit Card
111982,2025-05-15 02:57:49,4,21.62,Cash
111983,2025-05-15 07:36:00,3,14.21,Credit Card
111984,2025-05-15 14:57:05,1,6.85,Mobile Pay
111985,2025-05-15 17:44:18,4,23.09,Debit Card
111986,2025-05-15 15:46:46,4,18.94,Cash
111987,2025-05-15 18:15:13,3,13.83,Debit Card
111988,2025-05-15 15:58:54,4,18.89,Credit Card
111989,2025-05-15 06:02:58,3,13.62,Mobile Pay
111990,2025-05-15 08:51:40,1,4.6,Cash
111991,2025-05-15 21:22:12,3,16.62,Debit Card
111992,2025-05-15 16:21:34,4,23.54,Debit Card
111993,2025-05-15 12:58:27,3,17.54,Credit Card
111994,2025-05-15 19:17:32,1,3.16,Credit Card
111995,2025-05-15 22:59:37,3,11.13,Mobile Pay
111996,2025-05-15 14:54:43,3,15.86,Cash
111997,2025-05-15 14:59:32,2,11.09,Debit Card
111998,2025-05-15 03:55:29,2,10.19,Debit Card
111999,2025-05-15 08:56:28,2,12.15,Mobile Pay
112000,2025-05-15 19:22:26,4,16.59,Credit Card
112001,2025-05-15 15:12:41,1,4.38,Mobile Pay
112002,2025-05-15 18:11:23,1,7.7,Credit Card
112003,2025-05-15 06:25:33,2,8.33,Cash
112004,2025-05-15 13:40:09,4,22.57,Debit Card
112005,2025-05-16 01:14:15,4,23.13,Debit Card
112006,2025-05-16 11:35:42,1,6.07,Cash
112007,2025-05-16 10:50:50,2,12.78,Mobile Pay
112008,2025-05-16 18:19:01,1,5.46,Mobile Pay
112009,2025-05-16 21:35:39,3,16.86,Debit Card
112010,2025-05-16 14:01:54,2,12.0,Credit Card
112011,2025-05-16 03:58:15,4,22.42,Cash
112012,2025-05-16 18:21:52,2,6.69,Debit Card
112013,2025-05-16 17:35:50,2,11.09,Credit Card
112014,2025-05-16 10:14:45,3,13.1,Credit Card
112015,2025-05-16 11:12:14,3,11.63,Cash
112016,2025-05-16 17:05:48,4,18.35,Mobile Pay
112017,2025-05-16 21:12:46,2,7.47,Mobile Pay
112018,2025-05-16 16:55:10,2,8.55,Credit Card
112019,2025-05-16 13:43:42,2,6.43,Mobile Pay
112020,2025-05-16 23:43:26,3,19.75,Debit Card
112021,2025-05-16 20:09:35,3,13.93,Cash
112022,2025-05-16 06:34:43,3,13.93,Mobile Pay
112023,2025-05-16 23:20:07,1,4.38,Credit Card
112024,2025-05-16 11:41:47,4,19.73,Credit Card
112025,2025-05-16 23:52:32,3,17.85,Cash
112026,2025-05-16 13:45:49,2,10.89,Mobile Pay
112027,2025-05-16 20:42:34,3,12.1,Mobile Pay
112028,2025-05-16 21:27:50,2,7.46,Mobile Pay
112029,2025-05-16 20:38:21,3,16.94,Debit Card
112030,2025-05-16 21:01:39,2,10.84,Credit Card
112031,2025-05-16 16:51:31,3,18.36,Credit Card
112032,2025-05-16 15:25:55,3,16.29,Mobile Pay
112033,2025-05-16 09:28:00,2,7.45,Mobile Pay
112034,2025-05-16 10:17:46,2,8.06,Mobile Pay
112035,2025-05-16 22:34:35,4,20.78,Credit Card
112036,2025-05-16 14:43:58,1,3.28,Credit Card
112037,2025-05-16 12:48:35,1,4.83,Cash
112038,2025-05-16 17:58:42,2,13.05,Debit Card
112039,2025-05-16 13:27:23,2,6.94,Debit Card
112040,2025-05-16 14:41:12,1,3.85,Credit Card
112041,2025-05-16 21:02:09,4,23.52,Credit Card
112042,2025-05-16 21:48:03,4,21.09,Credit Card
112043,2025-05-16 07:14:43,4,22.86,Mobile Pay
112044,2025-05-16 16:43:58,4,19.38,Debit Card
112045,2025-05-16 22:34:49,1,7.66,Cash
112046,2025-05-16 02:36:08,2,9.5,Credit Card
112047,2025-05-16 08:33:36,3,15.27,Mobile Pay
112048,2025-05-16 03:14:55,1,3.5,Credit Card
112049,2025-05-16 09:37:45,1,6.01,Debit Card
112050,2025-05-16 20:35:24,1,5.73,Mobile Pay
112051,2025-05-16 18:51:45,1,6.53,Mobile Pay
112052,2025-05-16 03:11:37,3,11.27,Debit Card
112053,2025-05-16 01:19:57,3,12.61,Mobile Pay
112054,2025-05-16 19:18:16,4,16.51,Credit Card
112055,2025-05-16 21:24:25,4,22.0,Credit Card
112056,2025-05-16 14:34:49,3,16.0,Cash
112057,2025-05-16 07:52:40,4,20.44,Cash
112058,2025-05-16 17:23:03,1,4.41,Debit Card
112059,2025-05-16 20:50:09,4,18.8,Mobile Pay
112060,2025-05-16 14:19:17,3,13.76,Cash
112061,2025-05-16 18:36:01,2,12.84,Credit Card
112062,2025-05-16 13:02:30,2,10.77,Credit Card
112063,2025-05-16 19:58:30,2,11.86,Debit Card
112064,2025-05-16 22:21:08,4,19.61,Credit Card
112065,2025-05-16 22:13:10,1,5.73,Debit Card
112066,2025-05-16 23:31:09,1,3.56,Cash
112067,2025-05-16 01:44:19,2,10.43,Mobile Pay
112068,2025-05-16 19:36:23,1,3.3,Cash
112069,2025-05-16 11:43:51,4,20.61,Mobile Pay
112070,2025-05-16 14:28:09,3,10.8,Debit Card
112071,2025-05-16 14:54:50,3,11.8,Cash
112072,2025-05-16 18:53:13,4,19.15,Debit Card
112073,2025-05-16 00:38:32,3,12.26,Debit Card
112074,2025-05-16 02:22:58,2,9.61,Debit Card
112075,2025-05-16 15:06:24,2,11.4,Cash
112076,2025-05-16 07:59:14,1,4.61,Debit Card
112077,2025-05-16 15:07:55,2,6.87,Debit Card
112078,2025-05-16 01:18:25,3,14.52,Credit Card
112079,2025-05-16 17:40:48,4,20.09,Debit Card
112080,2025-05-16 11:52:33,4,22.91,Debit Card
112081,2025-05-16 16:31:06,1,3.97,Credit Card
112082,2025-05-16 15:36:46,2,9.06,Debit Card
112083,2025-05-16 16:45:48,1,6.15,Cash
112084,2025-05-16 04:35:55,2,10.34,Debit Card
112085,2025-05-16 20:54:51,1,5.23,Cash
112086,2025-05-16 10:24:05,4,21.91,Mobile Pay
112087,2025-05-16 10:01:49,4,26.89,Credit Card
112088,2025-05-16 07:53:07,3,15.57,Credit Card
112089,2025-05-16 20:02:23,3,17.62,Mobile Pay
112090,2025-05-16 03:55:04,1,2.22,Debit Card
112091,2025-05-16 11:45:49,1,6.53,Credit Card
112092,2025-05-16 08:07:05,3,9.52,Cash
112093,2025-05-16 15:36:16,3,17.64,Mobile Pay
112094,2025-05-16 15:09:06,4,23.36,Mobile Pay
112095,2025-05-16 01:59:55,2,7.33,Cash
112096,2025-05-16 13:08:47,4,17.6,Mobile Pay
112097,2025-05-16 14:49:02,2,10.14,Debit Card
112098,2025-05-16 15:27:05,2,6.53,Mobile Pay
112099,2025-05-16 23:09:29,3,13.22,Cash
112100,2025-05-16 05:10:05,1,3.15,Credit Card
112101,2025-05-16 20:40:30,1,5.98,Mobile Pay
112102,2025-05-16 03:54:08,4,16.75,Cash
112103,2025-05-16 22:47:51,4,20.18,Cash
112104,2025-05-16 11:02:36,2,8.72,Credit Card
112105,2025-05-16 21:41:50,3,16.77,Debit Card
112106,2025-05-16 08:24:03,4,15.22,Mobile Pay
112107,2025-05-16 01:00:15,1,2.7,Credit Card
112108,2025-05-16 07:26:30,3,15.93,Debit Card
112109,2025-05-16 06:42:42,2,12.64,Credit Card
112110,2025-05-16 11:25:45,2,9.73,Cash
112111,2025-05-16 15:30:28,2,9.37,Cash
112112,2025-05-16 05:25:04,1,7.77,Credit Card
112113,2025-05-16 02:07:22,2,5.71,Debit Card
112114,2025-05-16 07:18:19,2,10.9,Credit Card
112115,2025-05-16 00:24:38,1,6.12,Mobile Pay
112116,2025-05-16 19:51:31,3,15.58,Credit Card
112117,2025-05-16 19:28:15,2,7.29,Cash
112118,2025-05-16 21:47:42,3,15.57,Cash
112119,2025-05-16 04:29:03,3,13.47,Debit Card
112120,2025-05-16 11:00:57,4,26.83,Mobile Pay
112121,2025-05-16 05:06:14,3,19.67,Credit Card
112122,2025-05-16 13:59:40,4,23.85,Debit Card
112123,2025-05-16 09:58:43,2,9.91,Cash
112124,2025-05-16 12:06:55,3,15.33,Mobile Pay
112125,2025-05-16 19:14:19,4,17.37,Mobile Pay
112126,2025-05-16 12:51:58,4,21.02,Credit Card
112127,2025-05-16 13:04:08,4,19.17,Mobile Pay
112128,2025-05-16 23:03:36,2,9.09,Mobile Pay
112129,2025-05-16 04:38:25,4,14.55,Debit Card
112130,2025-05-16 01:17:38,1,3.93,Credit Card
112131,2025-05-16 00:20:05,2,9.15,Mobile Pay
112132,2025-05-16 00:50:46,2,13.19,Cash
112133,2025-05-16 17:57:37,2,9.0,Credit Card
112134,2025-05-16 21:31:56,2,6.36,Mobile Pay
112135,2025-05-16 21:51:31,3,9.93,Credit Card
112136,2025-05-16 20:43:15,1,3.58,Cash
112137,2025-05-16 05:51:24,4,22.88,Cash
112138,2025-05-16 20:04:10,3,13.98,Mobile Pay
112139,2025-05-16 17:57:49,4,20.14,Cash
112140,2025-05-16 05:02:23,4,14.42,Credit Card
112141,2025-05-16 14:08:31,4,24.0,Cash
